1.5,1.5,1.26795372754941,0.862326561113901,0.557838701749037,0.338458721642636,0.188501479982526,0.0929444779195975,0.0377598436719063,0.0103465319213387,2.0732502729475e-07
-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,0.01
1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,0.01
1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,0.01
-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,0.01
-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,0.01
-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,0.01
1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,0.01
-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,0.01
1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,0.01
